paper_id	venue	authors	year	title	index_keys	author_keys	abstract
598C7F26	International Conference on Data Mining	jie huang + margaret h dunham + yu meng	2004	Extensible Markov model	data models + Markov chain + data model + extensible Markov model + markov processes + spatiotemporal data modeling + markov model + Markov processes + data modeling tool + spatiotemporal prediction problems + markov chain	AuthorProvided Keywords Not Found	A Markov chain is a popular data modeling tool. This paper presents a variation of Markov chain, namely extensible Markov model (EMM). By providing a dynamically adjustable structure, EMM overcomes the problems caused by the static nature of the traditional Markov chain. Therefore, EMMs are particularly well suited to model spatiotemporal data such as network traffic, environmental data, weather data, and automobile traffic. Performance studies using EMMs for spatiotemporal prediction problems show the advantages of this approach.
5C031693	International Conference on Data Mining	marko salmenkivi	2004	Evaluating attraction in spatial point patterns with an application in the field of cultural history	neighbourhood constraint + data mining + cultural history + history + spatial point pattern + density estimation + spatial collocation rules	AuthorProvided Keywords Not Found	Spatial collocation rules are often useful for describing dependencies between spatial features. Still, the commonly used criteria for the interestingness of the rules and the selected neighbourhood constraints for spatial objects may be too rough for capturing the essentials of such dependencies. We demonstrate the difficulties with concrete examples on a large place-name data set. We propose a technique based on simple density estimation for assessing the interesting-ness with different neighbouring constraints.
7E225B80	International Conference on Data Mining	xingzhi sun + philip s yu	2005	A border-based approach for hiding sensitive frequent itemsets	sensitive knowledge + side effect + privacy issue + data mining + knowledge extraction + data privacy + sensitive frequent itemset hiding + border-based approach + data sharing	AuthorProvided Keywords Not Found	Sharing data among organizations often leads to mutual benefit. Recent technology in data mining has enabled efficient extraction of knowledge from large databases. This, however, increases risks of disclosing the sensitive knowledge when the database is released to other parties. To address this privacy issue, one may sanitize the original database so that the sensitive knowledge is hidden. The challenge is to minimize the side effect on the quality of the sanitized database so that nonsensitive knowledge can still be mined. In this paper, we study such a problem in the context of hiding sensitive frequent itemsets by judiciously modifying the transactions in the database. To preserve the non-sensitive frequent itemsets, we propose a border-based approach to efficiently evaluate the impact of any modification to the database during the hiding process. The quality of database can be well maintained by greedily selecting the modifications with minimal side effect. Experiments results are also reported to show the effectiveness of the proposed approach.
7D77FE61	International Conference on Data Mining	andrew remsen + lawrence o hall + dmitry b goldgof + tong luo	2005	Bit reduction support vector machine	data cardinality + data compression + data reduction + prediction time + support vector machines + support vector machine + fast compression method + bit reduction support vector machine + large data sets + random sampling	AuthorProvided Keywords Not Found	Support vector machines are very accurate classifiers and have been widely used in many applications. However, the training and to a lesser extent prediction time of support vector machines on very large data sets can be very long. This paper presents a fast compression method to scale up support vector machines to large data sets. A simple bit reduction method is applied to reduce the cardinality of the data by weighting representative examples. We then develop support vector machines which may be trained on weighted data. Experiments indicate that the bit reduction support vector machine produces a significant reduction in the time required for both training and prediction with minimum loss in accuracy. It is also shown to be more accurate than random sampling, when the data is not over-compressed.
7EF445E7	International Conference on Data Mining	samuel burer + yi zhang + w n street	2005	Sharing classifiers among ensembles from related problem domains	semidefinite programming + pattern classification + prediction problem + classification ensemble + ensemble pruning	AuthorProvided Keywords Not Found	A classification ensemble is a group of classifiers that all solve the same prediction problem in different ways. It is well-known that combining the predictions of classifiers within the same problem domain using techniques like bagging or boosting often improves the performance. This research shows that sharing classifiers among different but closely related problem domains can also be helpful. In addition, a semi-definite programming based ensemble pruning method is implemented in order to optimize the selection of a subset of classifiers for each problem domain. Computational results on a catalog dataset indicate that the ensembles resulting from sharing classifiers among different product categories generally have larger AUCs than those ensembles trained only on their own categories. The pruning algorithm not only prevents the occasional decrease of effectiveness caused by conflicting concepts among the problem domains, but also provides a better understanding of the problem domains and their relationships.
7E93306E	International Conference on Data Mining	taneli mielikainen + aristides gionis + panayiotis tsaparas + heikki mannila + gautam das + foto n afrati	2005	Mining chains of relations	association rule + relational chain + association rule discovery + satisfiability + data mining	AuthorProvided Keywords Not Found	Traditional data mining applications consider the problem of mining a single relation between two attributes. For example, in a scientific bibliography database, authors are related to papers, and we may be interested in discovering association rules between authors. However, in real life, we often have multiple attributes related though chains of relations. For example, authors write papers, and papers concern one or more topics. Mining such relational chains poses additional challenges. In this paper we consider the following problem: given a chain of two relations R1 (A, P) and R2(P, T) we want to find selectors for the objects in T such that the projected relation between A and P satisfies a specific property. The motivation for our approach is that a given property might not hold on the whole dataset, but it might hold when projecting the data on a selector set. We discuss various algorithms and we examine the conditions under which the a priori technique can be used. We experimentally demonstrate the effectiveness of our methods.
805EADC8	International Conference on Data Mining	robert c james + jorg denzinger + jie gao	2005	CoLe: a cooperative data mining approach and its application to early diabetes detection	CoLe + data mining + diseases + medical computing + cooperative data mining + early diabetes detection + hybrid knowledge discovery	AuthorProvided Keywords Not Found	We present CoLe, a cooperative data mining approach for discovering hybrid knowledge. It employs multiple different data mining algorithms, and combines results from them to enhance the mined knowledge. For our medical application area, we analyse several focusing strategies that allowed us to gain medically significant results.
7EE4A2B6	International Conference on Data Mining	raz tamir	2005	A random walk through human associations	steady state + human associations + interestingness measure + user profile + association rule + data mining + local confidence gain + turing test + random walk + association rule discovery + directed graphs + weighted directed graph + user associations + directed graph + associative thinking + query expansion + association graph	AuthorProvided Keywords Not Found	"Letting one's thoughts wander is not simply an arbitrary or rambling process. It can better be described as ""associative thinking"", where a complex chain of associative thoughts and ideas are linked. It is our contention that this seemingly chaotic process can be modeled by a random walk in a weighted directed graph. Furthermore, is it possible to predict mathematically the ""steady state"" of such a process, to determine where such wandering is leading. The random walk process uses rules of association, defined by the Local Confidence Gain (LCG) interestingness measure. Extracted concepts are used as nodes of a directed graph. The associative ""forces"" between any two concepts (measured by LCG) are used to weigh the edges connecting the nodes that create a graph of associations. It is common, yet not trivial, for people to look for data about a subject without knowing its exact nomenclature (for example, finding the name of a disease just by knowing its symptoms). Random walk in association graphs can discover highly informative phrases that can be used for query expansion in a way that better expresses the user's initial search goals. A different usage is to create a user profile representing his current interests. We used a modified version of the Turing Test to show that the random walk process discovers association rules that conform to a human associations generating process. By constructing the user associations we were able to build a profile representing the user's ""line of thoughts"". The suggested algorithm can be used in any database and can implement the ranking measures of other association rules."
7DF5F6B1	International Conference on Data Mining	philip k chan + matthew v mahoney	2005	Modeling multiple time series for anomaly detection	false alarm rate + time domain + feature space + security of data + NASA shuttle program + time series + anomaly detection + monitoring task + multiple time series modeling	AuthorProvided Keywords Not Found	Our goal is to generate comprehensible and accurate models from multiple time series for anomaly detection. The models need to produce anomaly scores in an online manner for real-life monitoring tasks. We introduce three algorithms that work in a constructed feature space and evaluate them with a real data set from the NASA shuttle program. Our offline and online evaluations indicate that our algorithms can be more accurate than two existing algorithms.
7E029C26	International Conference on Data Mining	paul komarek + andrew w moore	2005	Making logistic regression a core data mining tool with TR-IRLS	data preprocessing + pattern classification + least squares approximations + data mining + iteratively reweighted least squares + truncated Newton method + regression analysis + data mining tool + regularization method + newton method + logistic regression + binary classification + Newton method	AuthorProvided Keywords Not Found	Binary classification is a core data mining task. For large datasets or real-time applications, desirable classifiers are accurate, fast, and need no parameter tuning. We present a simple implementation of logistic regression that meets these requirements. A combination of regularization, truncated Newton methods, and iteratively re-weighted least squares make it faster and more accurate than modern SVM implementations, and relatively insensitive to parameters. It is robust to linear dependencies and some scaling problems, making most data preprocessing unnecessary.
5E36157C	International Conference on Data Mining	vipin kumar + michael steinbach	2005	Generalizing the notion of confidence [Mining association rules]	binary transaction data + association analysis + data mining + association pattern + conditional probability + confidence measure + association rule mining + error tolerant itemsets	AuthorProvided Keywords Not Found	In this paper, we explore extending association analysis to non-traditional types of patterns and nonbinary data by generalizing the notion of confidence. The key idea is to regard confidence as a measure of the extent to which the strength of one association pattern provides information about the strength of another. This approach provides a framework that encompasses the traditional concept of confidence as a special case and can be used as the basis for designing a variety of new confidence measures. Besides discussing such confidence measures, we provide examples that illustrate the potential usefulness of a generalized notion of confidence. In particular, we describe an approach to defining confidence for error tolerant itemsets that preserves the interpretation of confidence as a conditional probability and derive a confidence measure for continuous data that agrees with the standard confidence measure when applied to binary transaction data.
7F94AC27	International Conference on Data Mining	richard butterworth + dan a simovici + gregory piatetskyshapiro	2005	On feature selection through clustering	pattern clustering + classification algorithm + feature selection + attribute clustering	AuthorProvided Keywords Not Found	We study an algorithm for feature selection that clusters attributes using a special metric and then makes use of the dendrogram of the resulting cluster hierarchy to choose the most relevant attributes. The main interest of our technique resides in the improved understanding of the structure of the analyzed data and of the relative importance of the attributes for the selection process.
7D67AC06	International Conference on Data Mining	wonsuk lee + daesu lee	2005	Finding maximal frequent itemsets over online data streams adaptively	maximal frequent itemsets + data mining + trees (mathematics) + online data streams + mining method + CP-tree + adaptive memory utilization + compressed-prefix tree	AuthorProvided Keywords Not Found	Due to the characteristics of a data stream, it is very important to confine the memory usage of a data mining process regardless of the amount of information generated in the data stream. For this purpose, this paper proposes a CP-tree (compressed-prefix tree) that can be effectively used in finding either frequent or maximal frequent itemsets over an online data stream. Unlike a prefix tree, a node of a CP-tree can maintain the information of several item-sets together. Based on this characteristic, the size of a CP-tree can be flexibly controlled by merging or splitting nodes. In this paper, a mining method employing a CP-tree is proposed and an adaptive memory utilization scheme is also presented in order to maximize the mining accuracy of the proposed method for confined memory space at all times. Finally, the performance of the proposed method is analyzed by a series of experiments to identify its various characteristics.
7D4F5246	International Conference on Data Mining	s basil + m sahami + mikhail bilenko	2005	Adaptive product normalization: using online learning for record linkage in comparison shopping	distance function + learning artificial intelligence + record linkage + online machine learning + home shopping + Internet + adaptive product normalization + learning (artificial intelligence) + internet + similarity function + Internet comparison shopping + online learning	AuthorProvided Keywords Not Found	The problem of record linkage focuses on determining whether two object descriptions refer to the same underlying entity. Addressing this problem effectively has many practical applications, e.g., elimination of duplicate records in databases and citation matching for scholarly articles. In this paper, we consider a new domain where the record linkage problem is manifested: Internet comparison shopping. We address the resulting linkage setting that requires learning a similarity function between record pairs from streaming data. The learned similarity function is subsequently used in clustering to determine which records are co-referent and should be linked. We present an online machine learning method for addressing this problem, where a composite similarity function based on a linear combination of basis functions is learned incrementally. We illustrate the efficacy of this approach on several real-world datasets from an Internet comparison shopping site, and show that our method is able to effectively learn various distance functions for product data with differing characteristics. We also provide experimental results that show the importance of considering multiple performance measures in record linkage evaluation.
81444A37	International Conference on Data Mining	ashok samal + david b marx + jiazheng shi	2005	Face recognition using landmark-based bidimensional regression	eigenvalues + correlation statistics + regression analysis + face recognition + eigenvalue weighted bidimensional regression + face images + landmark-based bidimensional regression + principal component analysis + eigenvalues and eigenfunctions + biologically meaningful landmarks	AuthorProvided Keywords Not Found	This paper studies how biologically meaningful landmarks extracted from face images can be exploited for face recognition using the bidimensional regression. Incorporating the correlation statistics of landmarks, this paper also proposes a new approach called eigenvalue weighted bidimensional regression. Complex principal component analysis is used for computing eigenvalues and removing correlation among landmarks. We evaluate our approach using two standard face databases: the Purdue AR and the NIST FERET. Experimental results show that the bidimensional regression is an efficient method to exploit geometry information of face images.
5D08DF80	International Conference on Data Mining	csaba szepesvari + zoltan szamonek	2005	X-mHMM: an efficient algorithm for training mixtures of HMMs when the number of mixtures is unknown	hidden Markov models + hidden markov models + X-means algorithm + sequence clustering + pattern clustering + hidden Markov model + synthetic data + hidden markov model + X-mHMM algorithm	AuthorProvided Keywords Not Found	In this paper we consider sequence clustering problems and propose an algorithm for the estimation of the number of clusters based on the X-means algorithm. The sequences are modeled using mixtures of Hidden Markov Models. By means of experiments with synthetic data we analyze the proposed algorithm. This algorithm proved to be both computationally efficient and capable of providing accurate estimates of the number of clusters. Some results of experiments with real-world Web-log data are also given.
7D932714	International Conference on Data Mining	lars schmidtthieme	2005	Compound classification models for recommender systems	collaborative filtering + pattern classification + autocorrelation structure + binary classification problem + multiclass classification problem + consumer behaviour + information filters + linear support vector machines + recommender system + recommender systems + support vector machine + multi class classification + compound classification model + customer behavior + nearest neighbor method	AuthorProvided Keywords Not Found	Recommender systems recommend products to customers based on ratings or past customer behavior. Without any information about attributes of the products or customers involved, the problem has been tackled most successfully by a nearest neighbor method called collaborative filtering in the context, while additional efforts invested in building classification models did not pay off and did not increase the quality. Therefore, classification methods have mainly been used in conjunction with product or customer attributes. Starting from a view on the plain recommendation task without attributes as a multi-class classification problem, we investigate two particularities, its autocorrelation structure as well as the absence of re-occurring items (repeat buying). We adapt the standard generic reductions 1-vs-rest and 1-vs-l of multi-class problems to a set of binary classification problems to these particularities and thereby provide a generic compound classifier for recommender systems. We evaluate a particular specialization thereof using linear support vector machines as member classifiers on MovieLens data and show that it outperforms state-of-the-art methods, i.e., item-based collaborative filtering.
7FA8425D	International Conference on Data Mining	shotaro akaho + hideto kazawa + toshihiro kamishima	2005	Supervised ordering - an empirical survey	learning artificial intelligence + ordered object + sorting + supervised ordering + ordered lists + learning (artificial intelligence) + object sorting	AuthorProvided Keywords Not Found	Ordered lists of objects are widely used as representational forms. Such ordered objects include Web search results or bestseller lists. In spite of their importance, methods of processing orders have received little attention. However, research concerning orders has become common; in particular, researchers have developed various methods for the task of supervised ordering to acquire functions for object sorting from example orders. Here, we give a unified view of these methods and our new one, and empirically survey their merits and demerits.
8128159E	International Conference on Data Mining	bruno martins + mario j silva	2005	A graph-ranking algorithm for geo-referencing documents	document handling + computer science + PageRank + geographic information systems + geographical scope + georeferencing documents + graph-ranking algorithm	AuthorProvided Keywords Not Found	This paper presents an application of PageRank for assigning documents with a corresponding geographical scope. We describe the technique in detail, together with its theoretical formulation. Experimental results are promising, comparing favorably with previous proposals.
5E0DB475	International Conference on Data Mining	haixun wang + jianyong wang + ke wang + philip s yu + jian liu + jian pei	2005	Efficiently mining frequent closed partial orders	data mining + data sequence + total orders frequent segments + frequent closed partial orders mining + mining ordering information + total order + sequential pattern mining + partial order	AuthorProvided Keywords Not Found	Mining ordering information from sequence data is an important data mining task. Sequential pattern mining (Agrawal and Srikant, 1995) can be regarded as mining frequent segments of total orders from sequence data. However, sequential patterns are often insufficient to concisely capture the general ordering information.
7F4CEE12	International Conference on Data Mining	hanshen huang + bouho yang + chunnan hsu	2005	Triple jump acceleration for the EM algorithm	bound optimization + em algorithm + extrapolation + optimisation + triple jump acceleration + pattern clustering + expectation-maximisation algorithm + convergence rate + EM algorithm + third search point extrapolation + probabilistic model + search problems	AuthorProvided Keywords Not Found	This paper presents the triple jump framework for accelerating the EM algorithm and other bound optimization methods. The idea is to extrapolate the third search point based on the previous two search points found by regular EM. As the convergence rate of regular EM becomes slower, the distance of the triple jump is longer, and thus provide higher speedup for data sets where EM converges slowly. Experimental results show that the triple jump framework significantly outperforms EM and other acceleration methods of EM for a variety of probabilistic models, especially when the data set is sparse. The results also show that the triple jump framework is particularly effective for cluster models.
8143F633	International Conference on Data Mining	wensheng wu + anhai doan + clement yu	2005	Merging interface schemas on the deep Web via clustering aggregation	approximation theory + optimization problem + LMax algorithm + NP-complete problem + rule based + optimisation + schema integration + satisfiability + approximation algorithm + clustering aggregation + interface schema + Internet + internet + deep web + deep Web + computational complexity	AuthorProvided Keywords Not Found	We consider the problem of integrating a large number of interface schemas over the deep Web, The scale of the problem and the diversity of the sources present serious challenges to the conventional manual or rule-based approaches to schema integration. To address these challenges, we propose a novel formulation of schema integration as an optimization problem, with the objective of maximally satisfying the constraints given by individual schemas. Since the optimization problem can be shown to be NP-complete, we develop a novel approximation algorithm LMax, which builds the unified schema via recursive applications of clustering aggregation. We further extend LMax to handle the irregularities frequently occurring among the interface schemas. Extensive evaluation on real-world data sets shows the effectiveness of our approach.
8101E3F6	International Conference on Data Mining	keke chen + ling liu	2005	Privacy preserving data classification with rotation perturbation	data model + pattern classification + privacy preserving data classification + condensation approach + randomization approach + data mining + data privacy + data perturbation + rotation perturbation + privacy preserving data mining	AuthorProvided Keywords Not Found	Data perturbation techniques are one of the most popular models for privacy preserving data mining (Agrawal and Srikant, 2000; Aggarwal and Yu, 2004). It is especially convenient for applications where the data owners need to export/publish the privacy-sensitive data. A data perturbation procedure can be simply described as follows. Before the data owner publishes the data, they randomly change the data in certain way to disguise the sensitive information while preserving the particular data property that is critical for building the data models. Several perturbation techniques have been proposed recently, among which the most typical ones are randomization approach (Agrawal and Srikant, 2000) and condensation approach (Aggarwal and Yu, 2004).
7D474726	International Conference on Data Mining	walid g aref + ahmed k elmagarmid + mohamed g elfeky	2005	WARP: time warping for periodicity detection	periodicity detection + data mining + noise + time series + periodicity mining + time warping + time series data + noise removal	AuthorProvided Keywords Not Found	Periodicity mining is used for predicting trends in time series data. Periodicity detection is an essential process in periodicity mining to discover potential periodicity rates. Existing periodicity detection algorithms do not take into account the presence of noise, which is inevitable in almost every real-world time series data. In this paper, we tackle the problem of periodicity detection in the presence of noise. We propose a new periodicity detection algorithm that deals efficiently with all types of noise. Based on time warping, the proposed algorithm warps (extends or shrinks) the time axis at various locations to optimally remove the noise. Experimental results show that the proposed algorithm outperforms the existing periodicity detection algorithms in terms of noise resiliency.
7F74F125	International Conference on Data Mining	kouzou ohara + mariechristine rousset + michele sebag + takashi washio + hiroshi motoda + alexandre termier	2005	Efficient mining of high branching factor attribute trees	frequent pattern depth + hooking principle + efficient tree mining + data mining + trees (mathematics) + high branching factor attribute trees + DryadeParent + algorithm complexity + CMTreeMiner + computational complexity	AuthorProvided Keywords Not Found	In this paper, we present a new tree mining algorithm, DryadeParent, based on the hooking principle first introduced in Dryade (Termier et al, 2004). In the experiments, we demonstrate that the branching factor and depth of the frequent patterns to find are key factor of complexity for tree mining algorithms. We show that DryadeParent outperforms the current fastest algorithm, CMTreeMiner, by orders of magnitude on datasets where the frequent patterns have a high branching factor.
7D47D283	International Conference on Data Mining	peng wang + haixun wang + baile shi + xiaochen wu + wei wang	2005	On reducing classifier granularity in mining concept-drifting data streams	pattern classification + ensemble classifiers + concept drift + concept-drifting data stream mining + model granularity reduction + data mining + synthetic data + classifier granularity + model update cost reduction + incrementally updated classifier	AuthorProvided Keywords Not Found	Many applications use classification models on streaming data to detect actionable alerts. Due to concept drifts in the underlying data, how to maintain a model's up-to-dateness has become one of the most challenging tasks in mining data streams. State of the art approaches, including both the incrementally updated classifiers and the ensemble classifiers, have proved that model update is a very costly process. In this paper, we introduce the concept of model granularity. We show that reducing model granularity will reduce model update cost. Indeed, models of fine granularity enable us to efficiently pinpoint local components in the model that are affected by the concept drift. It also enables us to derive new components that can easily integrate with the model to reflect the current data distribution, thus avoiding expensive updates on a global scale. Experiments on real and synthetic data show that our approach is able to maintain good prediction accuracy at a fraction of model updating cost of state of the art approaches.
7FDA0CE2	International Conference on Data Mining	wei fan + ian davidson + philip s yu + bianca zadrozny	2005	An improved categorization of classifier's sensitivity on sample selection bias	pattern classification + support vector machines + classifier learning + classifier sensitivity categorization + regression analysis + hard-margin support vector machine + sample selection bias + feature vector + Bayesian classifier + selection bias + decision tree + learning artificial intelligence + naive bayes + decision trees + naive Bayes + bayesian classifier + Bayes methods + logistic regression + learning (artificial intelligence)	AuthorProvided Keywords Not Found	"A recent paper categorizes classifier learning algorithms according to their sensitivity to a common type of sample selection bias where the chance of an example being selected into the training sample depends on its feature vector x but not (directly) on its class label y. A classifier learner is categorized as ""local"" if it is insensitive to this type of sample selection bias, otherwise, it is considered ""global"". In that paper, the true model is not clearly distinguished from the model that the algorithm outputs. In their discussion of Bayesian classifiers, logistic regression and hard-margin SVMs, the true model (or the model that generates the true class label for every example) is implicitly assumed to be contained in the model space of the learner, and the true class probabilities and model estimated class probabilities are assumed to asymptotically converge as the training data set size increases. However, in the discussion of naive Bayes, decision trees and soft-margin SVMs, the model space is assumed not to contain the true model, and these three algorithms are instead argued to be ""global learners"". We argue that most classifier learners may or may not be affected by sample selection bias; this depends on the dataset as well as the heuristics or inductive bias implied by the learning algorithm and their appropriateness to the particular dataset."
7D3B37FF	International Conference on Data Mining	ted e senator	2005	Multi-stage classification	pattern classification + cost-benefit ratio + multistage classification + resources processing + data linking + linked data + data collection	AuthorProvided Keywords Not Found	While much research has focused on methods for evaluating and maximizing the accuracy of classifiers either individually or in ensembles, little effort has been devoted to analyzing how classifiers are typically deployed in practice. In many domains, classifiers are used as part of a multi-stage process that increases accuracy at the expense of more data collection and/or more processing resources as the likelihood of a positive class label increases. This paper systematically explores the tradeoffs inherent in constructing these multi-stage classifiers from a series of increasingly accurate and expensive individual classifiers, considering a variety of metrics such as accuracy, cost/benefit ratio, and lift. It suggests architectures appropriate for both independent instances and for highly linked data.
7F5F2E41	International Conference on Data Mining	srujana merugu + thomas george	2005	A scalable collaborative filtering framework based on co-clustering	parallel algorithms + collaborative filtering + matrix factorization + parallel algorithm + e commerce + information filtering + real-time collaborative filtering + information filters + collaborative filtering-based recommender system + recommender system + real-time systems + weighted coclustering + real time systems + real time	AuthorProvided Keywords Not Found	Collaborative filtering-based recommender systems have become extremely popular due to the increase in Web-based activities such as e-commerce and online content distribution. Current collaborative filtering (CF) techniques such as correlation and SVD based methods provide good accuracy, but are computationally expensive and can be deployed only in static off-line settings. However, a number of practical scenarios require dynamic real-time collaborative filtering that can allow new users, items and ratings to enter the system at a rapid rate. In this paper, we consider a novel CF approach based on a proposed weighted co-clustering algorithm (Banerjee et al., 2004) that involves simultaneous clustering of users and items. We design incremental and parallel versions of the co-clustering algorithm and use it to build an efficient real-time CF framework. Empirical evaluation demonstrates that our approach provides an accuracy comparable to that of the correlation and matrix factorization based approaches at a much lower computational cost.
597EAB2B	International Conference on Data Mining	michael j brooks + yuhong yan + daniel lemire	2005	An optimal linear time algorithm for quasi-monotonic segmentation	top down + linear time algorithm + quasimonotonic segmentation + time series + array segmentation + qualitative modeling + linear time + pattern recognition + computational complexity + linear time top-down regression	AuthorProvided Keywords Not Found	Monotonicity is a simple yet significant qualitative characteristic. We consider the problem of segmenting an array in up to K segments. We want segments to be as monotonic as possible and to alternate signs. We propose a quality metric for this problem, present an optimal linear time algorithm based on novel formalism, and compare experimentally its performance to a linear time top-down regression algorithm. We show that our algorithm is faster and more accurate. Applications include pattern recognition and qualitative modeling.
7DA67274	International Conference on Data Mining	sam kwong + hanli wang + chiho tsang	2005	Anomaly intrusion detection using multi-objective genetic fuzzy system and agent-based evolutionary computation framework	knowledge base + multi-agent systems + evolutionary computing + agent-based evolutionary computation + intrusion detection + genetic algorithms + multi agent systems + intrusion detection system + rule based + security of data + fuzzy rule-based knowledge + knowledge based systems + anomaly intrusion detection + multiobjective genetic fuzzy system + fuzzy systems	AuthorProvided Keywords Not Found	In this paper, we present a multi-objective genetic fuzzy system for anomaly intrusion detection. The proposed system extracts accurate and interpret able fuzzy rule-based knowledge from network data using an agent-based evolutionary computation framework. The experimental results on KDD-Cup99 intrusion detection benchmark data demonstrate that our system can achieve high detection rate for intrusion attacks and low false positive rate for normal network traffic.
5D755B13	International Conference on Data Mining	tsuyoshi ide	2005	Pairwise symmetry decomposition method for generalized covariance analysis	decomposition method + pairwise symmetry decomposition + irreducible representation + pattern clustering + cumulant + probability + cluster expansion + generalized covariance analysis + generating function + covariance analysis + pairwise cross-cumulants + probability density function	AuthorProvided Keywords Not Found	We propose a new theoretical framework for generalizing the traditional notion of covariance. First, we discuss the role of pairwise cross-cumulants by introducing a cluster expansion technique for the cumulant generating function. Next, we introduce a novel concept of symmetry decomposition of probability density functions according to the C4V group. By utilizing the irreducible representations, generalized covariances are explicitly defined, and their utility is demonstrated using an analytically solvable model.
80D4FA9A	International Conference on Data Mining	jayasimha katukuri + saygin celebi + dheerendranath mundluru	2005	Automatically mining result records from search engine response pages	search engines + query submission + search engine + web mining + data mining + metasearch engines + Web applications + information extraction + automatically mining result records + deep Web crawlers + Web mining systems + search engine response pages + Internet + deep web + internet	AuthorProvided Keywords Not Found	Usually, Web applications such as deep Web crawlers, metasearch engines, and other Web mining systems need to extract information displayed in the form of result records on response pages returned by search engines in response to submitted queries. Extracting such records is challenging as search engines are heterogeneous in displaying their records. In addition, response pages returned by many search engines include other noisy content such as advertisements, suggestion links, etc., which make the extraction task even more complicated. In this paper, we propose a highly effective and efficient algorithm for automatically mining result records from search engine response pages.
813AAFAC	International Conference on Data Mining	jing peng + zujia xu + bill p buckles + kun zhang	2005	Learning through changes: an empirical study of dynamic behaviors of probability estimation trees	learning artificial intelligence + binary classification problem + confusion factor trees + probability + trees (mathematics) + empirical study + probability estimation trees + binary classification + learning (artificial intelligence) + learning through changes	AuthorProvided Keywords Not Found	In practice, learning from data is often hampered by the limited training examples. In this paper, as the size of training data varies, we empirically investigate several probability estimation tree algorithms over eighteen binary classification problems. Nine metrics are used to evaluate their performances. Our aggregated results show that ensemble trees consistently outperform single trees. Confusion factor trees(CFT) register poor calibration even as training size increases, which shows that CFTs are potentially biased if data sets have small noise. We also provide analysis on the observed performance of the tree algorithms.
5F9CDAF0	International Conference on Data Mining	krishna kummamuru + nimit kumar + deepa paranjpe	2005	Semi-supervised clustering with metric learning using relative comparisons	relative comparison + learning artificial intelligence + clustering algorithm + metric learning + pattern clustering + dissimilarity measure + semisupervised clustering + learning (artificial intelligence)	AuthorProvided Keywords Not Found	Semi-supervised clustering algorithms partition a given data set using limited supervision from the user. In this paper, we propose a clustering algorithm that uses supervision in terms of relative comparisons, viz., x is closer to y than to z. The success of a clustering algorithm also depends on the kind of dissimilarity measure. The proposed clustering algorithm learns the underlying dissimilarity measure while finding compact clusters in the given data set. Through our experimental studies on high-dimensional textual data sets, we demonstrate that the proposed algorithm achieves higher accuracy than the algorithms using pair-wise constraints for supervision.
7FC0840D	International Conference on Data Mining	hiroyuki kitagawa + christos faloutsos + cui zhu	2005	Example-based robust outlier detection in high dimensional datasets	example-based robust outlier detection + data analysis + outlier detection + high dimensional data sets + high dimensional outlier	AuthorProvided Keywords Not Found	Detecting outliers is an important problem. Most of its applications typically possess high dimensional datasets. In high dimensional space, the data becomes sparse which implies that every object can be regarded as an outlier from the point of view of similarity. Furthermore, a fundamental issue is that the notion of which objects are outliers typically varies between users, problem domains or, even, datasets. In this paper, we present a novel robust solution which detects high dimensional outliers based on user examples and tolerates incorrect inputs. It studies the behavior of projections of such a few examples, to discover further objects that are outstanding in the projection where many examples are outlying. Our experiments on both real and synthetic datasets demonstrate the ability of the proposed method to detect outliers corresponding to the user examples.
7E08D06D	International Conference on Data Mining	tariqul hoque + carson kaisang leung + quamrul i khan	2005	CanTree: a tree structure for efficient incremental mining of frequent patterns	transaction processing + CanTree + tree structure + data mining + tree nodes + tree data structures + incremental mining + canonical-order tree + FP-tree based frequent-pattern mining + incremental updating + transaction database	AuthorProvided Keywords Not Found	Since its introduction, frequent-pattern mining has been the subject of numerous studies, including incremental updating. Many existing incremental mining algorithms are Apriori-based, which are not easily adoptable to FP-tree based frequent-pattern mining. In this paper, we propose a novel tree structure, called CanTree (canonical-order tree), that captures the content of the transaction database and orders tree nodes according to some canonical order. By exploiting its nice properties, the CanTree can be easily maintained when database transactions are inserted, deleted, and/or modified. For example, the CanTree does not require adjustment, merging, and/or splitting of tree nodes during maintenance. No rescan of the entire updated database or reconstruction of a new tree is needed for incremental updating. Experimental results show the effectiveness of our CanTree.
7E5D798A	International Conference on Data Mining	xintao wu + yongge wang	2005	Approximate inverse frequent itemset mining: privacy, complexity, and approximation	association rule + complexity + approximation theory + data mining + association rules + privacy + NP-complete problem + approximate inverse frequent itemset mining + synthetic basket dataset + approximation algorithm + data privacy + benchmark testing + real-life databases + computational complexity	inverse frequent itemset mining,+data mining,+privacy,+complexity	In order to generate synthetic basket datasets for better benchmark testing, it is important to integrate characteristics from real-life databases into the synthetic basket datasets. The characteristics that could be used for this purpose include the frequent itemsets and association rules. The problem of generating synthetic basket datasets from frequent itemsets is generally referred to as inverse frequent itemset mining. In this paper, we show that the problem of approximate inverse frequent itemset mining is NP-complete. Then we propose and analyze an approximate algorithm for approximate inverse frequent itemset mining, and discuss privacy issues related to the synthetic basket dataset. In particular, we propose an approximate algorithm to determine the privacy leakage in a synthetic basket dataset.
